time_s,activity
2.310143947601318359e+00,0.000000000000000000e+00
2.318336009979248047e+00,4.882812500000000000e-04
2.326528072357177734e+00,0.000000000000000000e+00
2.334719896316528320e+00,2.441406250000000000e-04
2.342911958694458008e+00,4.882812500000000000e-04
2.351104021072387695e+00,4.882812500000000000e-04
2.359296083450317383e+00,0.000000000000000000e+00
2.367487907409667969e+00,2.441406250000000000e-04
2.375679969787597656e+00,0.000000000000000000e+00
2.383872032165527344e+00,7.324218750000000000e-04
2.392064094543457031e+00,7.324218750000000000e-04
2.400255918502807617e+00,4.882812500000000000e-04
2.408447980880737305e+00,2.441406250000000000e-04
2.416640043258666992e+00,2.441406250000000000e-04
2.424832105636596680e+00,0.000000000000000000e+00
2.433023929595947266e+00,0.000000000000000000e+00
2.441215991973876953e+00,4.882812500000000000e-04
2.449408054351806641e+00,4.882812500000000000e-04
2.457600116729736328e+00,0.000000000000000000e+00
2.465791940689086914e+00,2.441406250000000000e-04
2.473984003067016602e+00,0.000000000000000000e+00
2.482176065444946289e+00,2.441406250000000000e-04
2.490367889404296875e+00,2.441406250000000000e-04
2.498559951782226562e+00,4.882812500000000000e-04
2.506752014160156250e+00,2.441406250000000000e-04
2.514944076538085938e+00,7.324218750000000000e-04
2.523135900497436523e+00,7.324218750000000000e-04
2.531327962875366211e+00,0.000000000000000000e+00
2.539520025253295898e+00,4.882812500000000000e-04
2.547712087631225586e+00,2.441406250000000000e-04
2.555903911590576172e+00,2.441406250000000000e-04
2.564095973968505859e+00,0.000000000000000000e+00
2.572288036346435547e+00,0.000000000000000000e+00
2.580480098724365234e+00,9.765625000000000000e-04
2.588671922683715820e+00,4.882812500000000000e-04
2.596863985061645508e+00,7.324218750000000000e-04
2.605056047439575195e+00,9.765625000000000000e-04
2.613248109817504883e+00,7.324218750000000000e-04
2.621439933776855469e+00,4.882812500000000000e-04
2.629631996154785156e+00,2.441406250000000000e-04
2.637824058532714844e+00,0.000000000000000000e+00
2.646015882492065430e+00,0.000000000000000000e+00
2.654207944869995117e+00,7.324218750000000000e-04
2.662400007247924805e+00,0.000000000000000000e+00
2.670592069625854492e+00,7.324218750000000000e-04
2.678783893585205078e+00,4.882812500000000000e-04
2.686975955963134766e+00,2.441406250000000000e-04
2.695168018341064453e+00,1.220703125000000000e-03
2.703360080718994141e+00,2.441406250000000000e-04
2.711551904678344727e+00,7.324218750000000000e-04
2.719743967056274414e+00,4.882812500000000000e-04
2.727936029434204102e+00,7.324218750000000000e-04
2.736128091812133789e+00,4.882812500000000000e-04
2.744319915771484375e+00,4.882812500000000000e-04
2.752511978149414062e+00,9.765625000000000000e-04
2.760704040527343750e+00,2.441406250000000000e-04
2.768896102905273438e+00,0.000000000000000000e+00
2.777087926864624023e+00,4.882812500000000000e-04
2.785279989242553711e+00,2.441406250000000000e-04
2.793472051620483398e+00,2.441406250000000000e-04
2.801664113998413086e+00,1.708984375000000000e-03
2.809855937957763672e+00,2.441406250000000000e-04
2.818048000335693359e+00,2.441406250000000000e-04
2.826240062713623047e+00,1.464843750000000000e-03
2.834431886672973633e+00,2.441406250000000000e-04
2.842623949050903320e+00,2.441406250000000000e-04
2.850816011428833008e+00,4.882812500000000000e-04
2.859008073806762695e+00,2.441406250000000000e-04
2.867199897766113281e+00,7.324218750000000000e-04
2.875391960144042969e+00,0.000000000000000000e+00
2.883584022521972656e+00,2.441406250000000000e-04
2.891776084899902344e+00,4.882812500000000000e-04
2.899967908859252930e+00,2.441406250000000000e-04
2.908159971237182617e+00,7.324218750000000000e-04
2.916352033615112305e+00,9.765625000000000000e-04
2.924544095993041992e+00,2.441406250000000000e-04
2.932735919952392578e+00,4.882812500000000000e-04
2.940927982330322266e+00,7.324218750000000000e-04
2.949120044708251953e+00,4.882812500000000000e-04
2.957312107086181641e+00,9.765625000000000000e-04
2.965503931045532227e+00,0.000000000000000000e+00
2.973695993423461914e+00,4.882812500000000000e-04
2.981888055801391602e+00,4.882812500000000000e-04
